reading_id,site_id,period,metric_code,value,uom,period_type,source_system,submitted_at
1607,105,2024-06,SCOPE1_GHG,164.226,t,M,MANUAL_XLS,2024-07-13
1608,105,2024-06,SCOPE2_GHG,124.441,t,M,SITE_PORTAL,2024-07-11
1611,105,2024-06,WASTE_TOTAL,53.963,t,M,SITE_PORTAL,2024-07-14
1610,105,2024-06,WATER_WD,3773.54,m3,M,SAP_EHS,2024-07-16
1615,105,2024-07,ENERGY_CONS,704681,kWh,M,MANUAL_XLS,2024-08-08
1618,105,2024-07,HOURS_WORKED,60376.7,hours,M,SAP_EHS,2024-08-13
1613,105,2024-07,SCOPE1_GHG,163.2,t,M,SITE_PORTAL,2024-08-15
1614,105,2024-07,SCOPE2_GHG,114.379,t,M,SAP_EHS,2024-08-08
1617,105,2024-07,WASTE_TOTAL,49.628,t,M,SITE_PORTAL,2024-08-08
1616,105,2024-07,WATER_WD,3367.9,m3,M,SITE_PORTAL,2024-08-10
1621,105,2024-08,ENERGY_CONS,639188,kWh,M,SITE_PORTAL,2024-09-09
1624,105,2024-08,HOURS_WORKED,62289.7,hours,M,SAP_EHS,2024-09-17
1619,105,2024-08,SCOPE1_GHG,144.784,t,M,SITE_PORTAL,2024-09-16
1620,105,2024-08,SCOPE2_GHG,101.075,t,M,MANUAL_XLS,2024-09-15
1623,105,2024-08,WASTE_TOTAL,50.646,t,M,SITE_PORTAL,2024-09-11
1622,105,2024-08,WATER_WD,3457.76,m3,M,MANUAL_XLS,2024-09-14
1627,105,2024-09,ENERGY_CONS,726070,kWh,M,MANUAL_XLS,2024-10-20
1630,105,2024-09,HOURS_WORKED,60389.7,hours,M,SAP_EHS,2024-10-17
1625,105,2024-09,SCOPE1_GHG,149.953,t,M,SAP_EHS,2024-10-19
1626,105,2024-09,SCOPE2_GHG,126.896,t,M,MANUAL_XLS,2024-10-09
1629,105,2024-09,WASTE_TOTAL,53.433,t,M,SAP_EHS,2024-10-15
1628,105,2024-09,WATER_WD,3612.7,m3,M,SITE_PORTAL,2024-10-13
1633,105,2024-10,ENERGY_CONS,774271,kWh,M,MANUAL_XLS,2024-11-09
1636,105,2024-10,HOURS_WORKED,60688.4,hours,M,SAP_EHS,2024-11-16
1631,105,2024-10,SCOPE1_GHG,173.48,t,M,SITE_PORTAL,2024-11-20
1632,105,2024-10,SCOPE2_GHG,128.763,t,M,MANUAL_XLS,2024-11-11
1635,105,2024-10,WASTE_TOTAL,56.129,t,M,SAP_EHS,2024-11-13
1634,105,2024-10,WATER_WD,4242.42,m3,M,SITE_PORTAL,2024-11-15
1639,105,2024-11,ENERGY_CONS,754725,kWh,M,SITE_PORTAL,2024-12-20
1642,105,2024-11,HOURS_WORKED,60319,hours,M,SAP_EHS,2024-12-12
1637,105,2024-11,SCOPE1_GHG,190.59,t,M,SITE_PORTAL,2024-12-11
1638,105,2024-11,SCOPE2_GHG,145.655,t,M,SITE_PORTAL,2024-12-15
1641,105,2024-11,WASTE_TOTAL,65.82,t,M,SAP_EHS,2024-12-13
1640,105,2024-11,WATER_WD,4319.58,m3,M,SAP_EHS,2024-12-15
1645,105,2024-12,ENERGY_CONS,901502,kWh,M,SITE_PORTAL,2025-01-19
1648,105,2024-12,HOURS_WORKED,60327.8,hours,M,SAP_EHS,2025-01-09
1643,105,2024-12,SCOPE1_GHG,181.837,t,M,MANUAL_XLS,2025-01-14
1644,105,2024-12,SCOPE2_GHG,157.218,t,M,SAP_EHS,2025-01-14
1647,105,2024-12,WASTE_TOTAL,60.929,t,M,SITE_PORTAL,2025-01-16
1646,105,2024-12,WATER_WD,4156,m3,M,MANUAL_XLS,2025-01-15
1651,105,2025-01,ENERGY_CONS,891508,kWh,M,MANUAL_XLS,2025-02-18
1654,105,2025-01,HOURS_WORKED,59663.7,hours,M,SAP_EHS,2025-02-08
1649,105,2025-01,SCOPE1_GHG,208.309,t,M,SAP_EHS,2025-02-11
1650,105,2025-01,SCOPE2_GHG,134.884,t,M,SAP_EHS,2025-02-15
1653,105,2025-01,WASTE_TOTAL,62.519,t,M,SITE_PORTAL,2025-02-16
1652,105,2025-01,WATER_WD,4354.55,m3,M,MANUAL_XLS,2025-02-12
1657,105,2025-02,ENERGY_CONS,860368,kWh,M,SITE_PORTAL,2025-03-20
1660,105,2025-02,HOURS_WORKED,56605.6,hours,M,SAP_EHS,2025-03-11
1655,105,2025-02,SCOPE1_GHG,169.842,t,M,SAP_EHS,2025-03-16
1656,105,2025-02,SCOPE2_GHG,141.839,t,M,SITE_PORTAL,2025-03-11
1659,105,2025-02,WASTE_TOTAL,63.061,t,M,SAP_EHS,2025-03-19
1658,105,2025-02,WATER_WD,4062.57,m3,M,SAP_EHS,2025-03-08
1663,105,2025-03,ENERGY_CONS,779982,kWh,M,MANUAL_XLS,2025-04-09
1666,105,2025-03,HOURS_WORKED,57781.1,hours,M,SAP_EHS,2025-04-12
1661,105,2025-03,SCOPE1_GHG,160.219,t,M,MANUAL_XLS,2025-04-08
1662,105,2025-03,SCOPE2_GHG,113.17,t,M,SAP_EHS,2025-04-15
1665,105,2025-03,WASTE_TOTAL,60.322,t,M,MANUAL_XLS,2025-04-11
1664,105,2025-03,WATER_WD,,m3,M,MANUAL_XLS,2025-04-12
1669,105,2025-04,ENERGY_CONS,677022,kWh,M,SITE_PORTAL,2025-05-20
1672,105,2025-04,HOURS_WORKED,57400.4,hours,M,SAP_EHS,2025-05-09
1667,105,2025-04,SCOPE1_GHG,146.11,t,M,MANUAL_XLS,2025-05-13
1668,105,2025-04,SCOPE2_GHG,123.92,t,M,MANUAL_XLS,2025-05-14
1671,105,2025-04,WASTE_TOTAL,52.083,t,M,SITE_PORTAL,2025-05-18
1670,105,2025-04,WATER_WD,3520.97,m3,M,SITE_PORTAL,2025-05-10
1675,105,2025-05,ENERGY_CONS,608909,kWh,M,SAP_EHS,2025-06-17
1678,105,2025-05,HOURS_WORKED,61914.7,hours,M,SAP_EHS,2025-06-09
1673,105,2025-05,SCOPE1_GHG,152.947,t,M,SITE_PORTAL,2025-06-14
1674,105,2025-05,SCOPE2_GHG,99.277,t,M,SAP_EHS,2025-06-17
1677,105,2025-05,WASTE_TOTAL,48.374,t,M,SITE_PORTAL,2025-06-10
1676,105,2025-05,WATER_WD,3185.84,m3,M,SITE_PORTAL,2025-06-11
1681,105,2025-06,ENERGY_CONS,656775,kWh,M,SAP_EHS,2025-07-14
1684,105,2025-06,HOURS_WORKED,58450.3,hours,M,SAP_EHS,2025-07-15
1679,105,2025-06,SCOPE1_GHG,145.203,t,M,MANUAL_XLS,2025-07-14
1680,105,2025-06,SCOPE2_GHG,106.755,t,M,SITE_PORTAL,2025-07-12
1683,105,2025-06,WASTE_TOTAL,50.997,t,M,SAP_EHS,2025-07-17
1682,105,2025-06,WATER_WD,3148.19,m3,M,SITE_PORTAL,2025-07-17
1687,105,2025-07,ENERGY_CONS,658069,kWh,M,SITE_PORTAL,2025-08-19
1690,105,2025-07,HOURS_WORKED,56881,hours,M,SAP_EHS,2025-08-13
1685,105,2025-07,SCOPE1_GHG,140.595,t,M,MANUAL_XLS,2025-08-19
1686,105,2025-07,SCOPE2_GHG,109.165,t,M,SITE_PORTAL,2025-08-15
1689,105,2025-07,WASTE_TOTAL,48.627,t,M,SAP_EHS,2025-08-15
1688,105,2025-07,WATER_WD,2946.49,m3,M,SITE_PORTAL,2025-08-12
1693,105,2025-08,ENERGY_CONS,636528,kWh,M,MANUAL_XLS,2025-09-20
1696,105,2025-08,HOURS_WORKED,56632.1,hours,M,SAP_EHS,2025-09-12
1691,105,2025-08,SCOPE1_GHG,139.859,t,M,MANUAL_XLS,2025-09-19
1692,105,2025-08,SCOPE2_GHG,101.091,t,M,MANUAL_XLS,2025-09-19
1695,105,2025-08,WASTE_TOTAL,43.631,t,M,SAP_EHS,2025-09-15
1694,105,2025-08,WATER_WD,2905.19,m3,M,SITE_PORTAL,2025-09-15
1699,105,2025-09,ENERGY_CONS,713149,kWh,M,MANUAL_XLS,2025-10-10
1702,105,2025-09,HOURS_WORKED,61661.2,hours,M,SAP_EHS,2025-10-11
1697,105,2025-09,SCOPE1_GHG,159.352,t,M,MANUAL_XLS,2025-10-14
1698,105,2025-09,SCOPE2_GHG,106.523,t,M,SITE_PORTAL,2025-10-14
1701,105,2025-09,WASTE_TOTAL,53.576,t,M,SAP_EHS,2025-10-19
1700,105,2025-09,WATER_WD,3132.39,m3,M,MANUAL_XLS,2025-10-16
1705,105,2025-10,ENERGY_CONS,716364,kWh,M,MANUAL_XLS,2025-11-17
1708,105,2025-10,HOURS_WORKED,57208.8,hours,M,SAP_EHS,2025-11-18
1703,105,2025-10,SCOPE1_GHG,150.242,t,M,SITE_PORTAL,2025-11-19
1704,105,2025-10,SCOPE2_GHG,128.764,t,M,MANUAL_XLS,2025-11-08
1707,105,2025-10,WASTE_TOTAL,50.713,t,M,SAP_EHS,2025-11-13
1706,105,2025-10,WATER_WD,3692.95,m3,M,MANUAL_XLS,2025-11-14
1711,105,2025-11,ENERGY_CONS,811854,kWh,M,SAP_EHS,2025-12-08
1714,105,2025-11,HOURS_WORKED,62115.7,hours,M,SAP_EHS,2025-12-12
1709,105,2025-11,SCOPE1_GHG,167.147,t,M,MANUAL_XLS,2025-12-14
1710,105,2025-11,SCOPE2_GHG,142.865,t,M,MANUAL_XLS,2025-12-12
1713,105,2025-11,WASTE_TOTAL,60.924,t,M,MANUAL_XLS,2025-12-13
1712,105,2025-11,WATER_WD,4009.71,m3,M,MANUAL_XLS,2025-12-19
1717,105,2025-12,ENERGY_CONS,905947,kWh,M,MANUAL_XLS,2026-01-19
1720,105,2025-12,HOURS_WORKED,60798,hours,M,SAP_EHS,2026-01-09
1715,105,2025-12,SCOPE1_GHG,203.752,t,M,MANUAL_XLS,2026-01-12
1716,105,2025-12,SCOPE2_GHG,135.027,t,M,SAP_EHS,2026-01-15
1719,105,2025-12,WASTE_TOTAL,60.242,t,M,SAP_EHS,2026-01-09
1718,105,2025-12,WATER_WD,4102.5,m3,M,SAP_EHS,2026-01-16
1723,106,2024-01,ENERGY_CONS,1646.84,MWh,M,SAP_EHS,2024-02-18
1726,106,2024-01,HOURS_WORKED,101430,hours,M,SAP_EHS,2024-02-08
1721,106,2024-01,SCOPE1_GHG,386880,kg,M,MANUAL_XLS,2024-02-12
1722,106,2024-01,SCOPE2_GHG,257508,kg,M,SAP_EHS,2024-02-20
1725,106,2024-01,WASTE_TOTAL,109.062,t,M,SITE_PORTAL,2024-02-08
1724,106,2024-01,WATER_WD,8058.28,m3,M,SAP_EHS,2024-02-18
1729,106,2024-02,ENERGY_CONS,1517.59,MWh,M,MANUAL_XLS,2024-03-18
1732,106,2024-02,HOURS_WORKED,107202,hours,M,SAP_EHS,2024-03-17
1727,106,2024-02,SCOPE1_GHG,335279,kg,M,SAP_EHS,2024-03-18
1728,106,2024-02,SCOPE2_GHG,239779,kg,M,MANUAL_XLS,2024-03-20
1731,106,2024-02,WASTE_TOTAL,126.145,t,M,MANUAL_XLS,2024-03-12
1730,106,2024-02,WATER_WD,8358.64,m3,M,MANUAL_XLS,2024-03-16
1735,106,2024-03,ENERGY_CONS,1284.47,MWh,M,MANUAL_XLS,2024-04-12
1738,106,2024-03,HOURS_WORKED,105700,hours,M,SAP_EHS,2024-04-18
1733,106,2024-03,SCOPE1_GHG,334735,kg,M,SAP_EHS,2024-04-16
1734,106,2024-03,SCOPE2_GHG,224667,kg,M,SAP_EHS,2024-04-08
1737,106,2024-03,WASTE_TOTAL,103.335,t,M,SITE_PORTAL,2024-04-11
1736,106,2024-03,WATER_WD,6624.36,m3,M,SAP_EHS,2024-04-17
1741,106,2024-04,ENERGY_CONS,1222.62,MWh,M,SAP_EHS,2024-05-09
1744,106,2024-04,HOURS_WORKED,103272,hours,M,SAP_EHS,2024-05-14
1739,106,2024-04,SCOPE1_GHG,273399,kg,M,MANUAL_XLS,2024-05-10
1740,106,2024-04,SCOPE2_GHG,236560,kg,M,SITE_PORTAL,2024-05-11
1743,106,2024-04,WASTE_TOTAL,100.231,t,M,SAP_EHS,2024-05-14
1742,106,2024-04,WATER_WD,6071.55,m3,M,SAP_EHS,2024-05-10
1747,106,2024-05,ENERGY_CONS,1167.98,MWh,M,SAP_EHS,2024-06-15
1750,106,2024-05,HOURS_WORKED,105479,hours,M,SAP_EHS,2024-06-10
1745,106,2024-05,SCOPE1_GHG,261952,kg,M,SITE_PORTAL,2024-06-08
1746,106,2024-05,SCOPE2_GHG,211605,kg,M,MANUAL_XLS,2024-06-18
1749,106,2024-05,WASTE_TOTAL,95.815,t,M,MANUAL_XLS,2024-06-20
1748,106,2024-05,WATER_WD,6112.56,m3,M,SITE_PORTAL,2024-06-14
1753,106,2024-06,ENERGY_CONS,1232.75,MWh,M,SITE_PORTAL,2024-07-16
1756,106,2024-06,HOURS_WORKED,100233,hours,M,SAP_EHS,2024-07-15
1751,106,2024-06,SCOPE1_GHG,273009,kg,M,SITE_PORTAL,2024-07-14
1752,106,2024-06,SCOPE2_GHG,201525,kg,M,SITE_PORTAL,2024-07-10
1755,106,2024-06,WASTE_TOTAL,94.897,t,M,SAP_EHS,2024-07-20
1754,106,2024-06,WATER_WD,6728.56,m3,M,SAP_EHS,2024-07-14
1759,106,2024-07,ENERGY_CONS,1263.9,MWh,M,SAP_EHS,2024-08-12
1762,106,2024-07,HOURS_WORKED,102035,hours,M,SAP_EHS,2024-08-13
1757,106,2024-07,SCOPE1_GHG,250849,kg,M,SAP_EHS,2024-08-16
1758,106,2024-07,SCOPE2_GHG,202734,kg,M,SAP_EHS,2024-08-20
1761,106,2024-07,WASTE_TOTAL,85.496,t,M,SAP_EHS,2024-08-18
1760,106,2024-07,WATER_WD,5790.52,m3,M,MANUAL_XLS,2024-08-17
1765,106,2024-08,ENERGY_CONS,1034.37,MWh,M,MANUAL_XLS,2024-09-11
1768,106,2024-08,HOURS_WORKED,105672,hours,M,SAP_EHS,2024-09-11
1763,106,2024-08,SCOPE1_GHG,254706,kg,M,MANUAL_XLS,2024-09-14
1764,106,2024-08,SCOPE2_GHG,175727,kg,M,SITE_PORTAL,2024-09-10
1767,106,2024-08,WASTE_TOTAL,89.609,t,M,SITE_PORTAL,2024-09-14
1766,106,2024-08,WATER_WD,6245.52,m3,M,SAP_EHS,2024-09-18
1771,106,2024-09,ENERGY_CONS,1197.27,MWh,M,MANUAL_XLS,2024-10-20
1774,106,2024-09,HOURS_WORKED,106401,hours,M,SAP_EHS,2024-10-17
1769,106,2024-09,SCOPE1_GHG,281026,kg,M,SITE_PORTAL,2024-10-12
1770,106,2024-09,SCOPE2_GHG,218301,kg,M,SAP_EHS,2024-10-20
1773,106,2024-09,WASTE_TOTAL,94.223,t,M,SITE_PORTAL,2024-10-17
1772,106,2024-09,WATER_WD,6779.44,m3,M,MANUAL_XLS,2024-10-15
1777,106,2024-10,ENERGY_CONS,1320.56,MWh,M,SITE_PORTAL,2024-11-19
1780,106,2024-10,HOURS_WORKED,103966,hours,M,SAP_EHS,2024-11-08
1775,106,2024-10,SCOPE1_GHG,313869,kg,M,MANUAL_XLS,2024-11-09
1776,106,2024-10,SCOPE2_GHG,228221,kg,M,SAP_EHS,2024-11-20
1779,106,2024-10,WASTE_TOTAL,93.452,t,M,MANUAL_XLS,2024-11-16
1778,106,2024-10,WATER_WD,7443.44,m3,M,MANUAL_XLS,2024-11-10
1783,106,2024-11,ENERGY_CONS,1424.59,MWh,M,SAP_EHS,2024-12-11
1786,106,2024-11,HOURS_WORKED,100483,hours,M,SAP_EHS,2024-12-12
1781,106,2024-11,SCOPE1_GHG,317691,kg,M,SITE_PORTAL,2024-12-08
1782,106,2024-11,SCOPE2_GHG,267851,kg,M,MANUAL_XLS,2024-12-08
1785,106,2024-11,WASTE_TOTAL,111.532,t,M,SITE_PORTAL,2024-12-09
1784,106,2024-11,WATER_WD,7059.7,m3,M,SAP_EHS,2024-12-19
1789,106,2024-12,ENERGY_CONS,1643.87,MWh,M,SITE_PORTAL,2025-01-14
1792,106,2024-12,HOURS_WORKED,106858,hours,M,SAP_EHS,2025-01-13
1787,106,2024-12,SCOPE1_GHG,335264,kg,M,SAP_EHS,2025-01-14
1788,106,2024-12,SCOPE2_GHG,271691,kg,M,SITE_PORTAL,2025-01-14
1791,106,2024-12,WASTE_TOTAL,109.487,t,M,SITE_PORTAL,2025-01-09
1790,106,2024-12,WATER_WD,8408.69,m3,M,SITE_PORTAL,2025-01-11
1795,106,2025-01,ENERGY_CONS,1359.21,MWh,M,SITE_PORTAL,2025-02-16
1798,106,2025-01,HOURS_WORKED,104708,hours,M,SAP_EHS,2025-02-18
1793,106,2025-01,SCOPE1_GHG,329985,kg,M,SITE_PORTAL,2025-02-17
1794,106,2025-01,SCOPE2_GHG,235782,kg,M,SAP_EHS,2025-02-17
1797,106,2025-01,WASTE_TOTAL,120.851,t,M,SAP_EHS,2025-02-12
1796,106,2025-01,WATER_WD,8206.82,m3,M,MANUAL_XLS,2025-02-09
1801,106,2025-02,ENERGY_CONS,1478.2,MWh,M,MANUAL_XLS,2025-03-16
1804,106,2025-02,HOURS_WORKED,102844,hours,M,SAP_EHS,2025-03-12
1799,106,2025-02,SCOPE1_GHG,293091,kg,M,SAP_EHS,2025-03-12
1800,106,2025-02,SCOPE2_GHG,247063,kg,M,SAP_EHS,2025-03-15
1803,106,2025-02,WASTE_TOTAL,103.061,t,M,SAP_EHS,2025-03-13
1802,106,2025-02,WATER_WD,6804.33,m3,M,SAP_EHS,2025-03-12
1807,106,2025-03,ENERGY_CONS,1228.81,MWh,M,MANUAL_XLS,2025-04-11
1810,106,2025-03,HOURS_WORKED,104287,hours,M,SAP_EHS,2025-04-15
1805,106,2025-03,SCOPE1_GHG,282061,kg,M,SAP_EHS,2025-04-12
1806,106,2025-03,SCOPE2_GHG,214988,kg,M,MANUAL_XLS,2025-04-20
1809,106,2025-03,WASTE_TOTAL,99.132,t,M,SAP_EHS,2025-04-15
1808,106,2025-03,WATER_WD,6660.68,m3,M,MANUAL_XLS,2025-04-10
1813,106,2025-04,ENERGY_CONS,1114.16,MWh,M,SITE_PORTAL,2025-05-09
1816,106,2025-04,HOURS_WORKED,107401,hours,M,SAP_EHS,2025-05-09
1811,106,2025-04,SCOPE1_GHG,283478,kg,M,SAP_EHS,2025-05-09
1812,106,2025-04,SCOPE2_GHG,216152,kg,M,MANUAL_XLS,2025-05-15
1815,106,2025-04,WASTE_TOTAL,95.374,t,M,SAP_EHS,2025-05-10
1814,106,2025-04,WATER_WD,6857.38,m3,M,SITE_PORTAL,2025-05-12
1819,106,2025-05,ENERGY_CONS,1073.51,MWh,M,SITE_PORTAL,2025-06-18
1822,106,2025-05,HOURS_WORKED,106347,hours,M,SAP_EHS,2025-06-12
1817,106,2025-05,SCOPE1_GHG,255796,kg,M,SITE_PORTAL,2025-06-16
1818,106,2025-05,SCOPE2_GHG,199737,kg,M,SAP_EHS,2025-06-08
1821,106,2025-05,WASTE_TOTAL,80.968,t,M,SAP_EHS,2025-06-09
1820,106,2025-05,WATER_WD,6148.91,m3,M,SITE_PORTAL,2025-06-12
1825,106,2025-06,ENERGY_CONS,1238.89,MWh,M,SAP_EHS,2025-07-20
1828,106,2025-06,HOURS_WORKED,108546,hours,M,SAP_EHS,2025-07-14
1823,106,2025-06,SCOPE1_GHG,273313,kg,M,SITE_PORTAL,2025-07-15
1824,106,2025-06,SCOPE2_GHG,196514,kg,M,SITE_PORTAL,2025-07-15
1827,106,2025-06,WASTE_TOTAL,83.866,t,M,SAP_EHS,2025-07-17
1826,106,2025-06,WATER_WD,5475.08,m3,M,SITE_PORTAL,2025-07-10
1831,106,2025-07,ENERGY_CONS,1138.32,MWh,M,SITE_PORTAL,2025-08-15
1834,106,2025-07,HOURS_WORKED,105361,hours,M,SAP_EHS,2025-08-17
1829,106,2025-07,SCOPE1_GHG,227584,kg,M,MANUAL_XLS,2025-08-19
1830,106,2025-07,SCOPE2_GHG,200918,kg,M,MANUAL_XLS,2025-08-17
1833,106,2025-07,WASTE_TOTAL,75.15,t,M,MANUAL_XLS,2025-08-20
1832,106,2025-07,WATER_WD,5159.78,m3,M,SITE_PORTAL,2025-08-09
1837,106,2025-08,ENERGY_CONS,1149.15,MWh,M,SITE_PORTAL,2025-09-19
1840,106,2025-08,HOURS_WORKED,104569,hours,M,SAP_EHS,2025-09-14
1835,106,2025-08,SCOPE1_GHG,260042,kg,M,MANUAL_XLS,2025-09-11
1836,106,2025-08,SCOPE2_GHG,164907,kg,M,SITE_PORTAL,2025-09-19
1839,106,2025-08,WASTE_TOTAL,79.956,t,M,SAP_EHS,2025-09-20
1838,106,2025-08,WATER_WD,5700.12,m3,M,SITE_PORTAL,2025-09-16
1843,106,2025-09,ENERGY_CONS,1264.7,MWh,M,SAP_EHS,2025-10-17
1846,106,2025-09,HOURS_WORKED,103720,hours,M,SAP_EHS,2025-10-19
1841,106,2025-09,SCOPE1_GHG,253231,kg,M,MANUAL_XLS,2025-10-16
1842,106,2025-09,SCOPE2_GHG,203662,kg,M,MANUAL_XLS,2025-10-15
1845,106,2025-09,WASTE_TOTAL,95.004,t,M,MANUAL_XLS,2025-10-08
1844,106,2025-09,WATER_WD,5632.19,m3,M,SITE_PORTAL,2025-10-16
1849,106,2025-10,ENERGY_CONS,1340.79,MWh,M,SITE_PORTAL,2025-11-17
1852,106,2025-10,HOURS_WORKED,101779,hours,M,SAP_EHS,2025-11-14
1847,106,2025-10,SCOPE1_GHG,295571,kg,M,MANUAL_XLS,2025-11-12
1848,106,2025-10,SCOPE2_GHG,201307,kg,M,MANUAL_XLS,2025-11-17
1851,106,2025-10,WASTE_TOTAL,91.987,t,M,SAP_EHS,2025-11-08
1850,106,2025-10,WATER_WD,6988.7,m3,M,SAP_EHS,2025-11-11
1855,106,2025-11,ENERGY_CONS,1441.24,MWh,M,SAP_EHS,2025-12-18
1858,106,2025-11,HOURS_WORKED,108839,hours,M,SAP_EHS,2025-12-18
1853,106,2025-11,SCOPE1_GHG,317143,kg,M,SITE_PORTAL,2025-12-19
1854,106,2025-11,SCOPE2_GHG,225649,kg,M,SITE_PORTAL,2025-12-20
1857,106,2025-11,WASTE_TOTAL,107.905,t,M,SITE_PORTAL,2025-12-18
1856,106,2025-11,WATER_WD,7210.13,m3,M,MANUAL_XLS,2025-12-09
1861,106,2025-12,ENERGY_CONS,1413.82,MWh,M,SITE_PORTAL,2026-01-16
1864,106,2025-12,HOURS_WORKED,100368,hours,M,SAP_EHS,2026-01-19
1859,106,2025-12,SCOPE1_GHG,350709,kg,M,SITE_PORTAL,2026-01-16
1860,106,2025-12,SCOPE2_GHG,223120,kg,M,SITE_PORTAL,2026-01-15
1863,106,2025-12,WASTE_TOTAL,103.846,t,M,MANUAL_XLS,2026-01-08
1862,106,2025-12,WATER_WD,7690.82,m3,M,SAP_EHS,2026-01-18
1867,107,2024-01,ENERGY_CONS,2319.05,MWh,M,SAP_EHS,2024-02-08
1870,107,2024-01,HOURS_WORKED,159124,hours,M,SAP_EHS,2024-02-10
1865,107,2024-01,SCOPE1_GHG,544.853,t,M,MANUAL_XLS,2024-02-19
1866,107,2024-01,SCOPE2_GHG,400.04,t,M,MANUAL_XLS,2024-02-18
1869,107,2024-01,WASTE_TOTAL,178.812,t,M,MANUAL_XLS,2024-02-13
1868,107,2024-01,WATER_WD,12380.3,m3,M,SAP_EHS,2024-02-18
1873,107,2024-02,ENERGY_CONS,2391.37,MWh,M,SAP_EHS,2024-03-08
1876,107,2024-02,HOURS_WORKED,156103,hours,M,SAP_EHS,2024-03-12
1871,107,2024-02,SCOPE1_GHG,486.295,t,M,MANUAL_XLS,2024-03-10
1872,107,2024-02,SCOPE2_GHG,372.431,t,M,SITE_PORTAL,2024-03-15
1875,107,2024-02,WASTE_TOTAL,187.689,t,M,SAP_EHS,2024-03-12
1874,107,2024-02,WATER_WD,12999.2,m3,M,SITE_PORTAL,2024-03-12
1879,107,2024-03,ENERGY_CONS,2341.6,MWh,M,MANUAL_XLS,2024-04-08
1882,107,2024-03,HOURS_WORKED,151957,hours,M,SAP_EHS,2024-04-08
1877,107,2024-03,SCOPE1_GHG,457.986,t,M,SITE_PORTAL,2024-04-19
1878,107,2024-03,SCOPE2_GHG,384.152,t,M,SITE_PORTAL,2024-04-19
1881,107,2024-03,WASTE_TOTAL,149.575,t,M,MANUAL_XLS,2024-04-09
1880,107,2024-03,WATER_WD,11800.5,m3,M,SAP_EHS,2024-04-08
1885,107,2024-04,ENERGY_CONS,2040.57,MWh,M,SITE_PORTAL,2024-05-17
1888,107,2024-04,HOURS_WORKED,155100,hours,M,SAP_EHS,2024-05-20
1883,107,2024-04,SCOPE1_GHG,468.529,t,M,MANUAL_XLS,2024-05-19
1884,107,2024-04,SCOPE2_GHG,358.659,t,M,SITE_PORTAL,2024-05-13
1887,107,2024-04,WASTE_TOTAL,156.153,t,M,MANUAL_XLS,2024-05-08
1886,107,2024-04,WATER_WD,10785.9,m3,M,MANUAL_XLS,2024-05-09
1891,107,2024-05,ENERGY_CONS,2020.57,MWh,M,SAP_EHS,2024-06-20
1894,107,2024-05,HOURS_WORKED,166087,hours,M,SAP_EHS,2024-06-13
1889,107,2024-05,SCOPE1_GHG,450.29,t,M,MANUAL_XLS,2024-06-13
1890,107,2024-05,SCOPE2_GHG,299.212,t,M,SAP_EHS,2024-06-11
1893,107,2024-05,WASTE_TOTAL,147.965,t,M,SAP_EHS,2024-06-10
1892,107,2024-05,WATER_WD,9116.21,m3,M,SAP_EHS,2024-06-10
1897,107,2024-06,ENERGY_CONS,1976.68,MWh,M,SAP_EHS,2024-07-12
1900,107,2024-06,HOURS_WORKED,154409,hours,M,SAP_EHS,2024-07-14
1895,107,2024-06,SCOPE1_GHG,446.279,t,M,MANUAL_XLS,2024-07-19
1896,107,2024-06,SCOPE2_GHG,336.794,t,M,SAP_EHS,2024-07-12
1899,107,2024-06,WASTE_TOTAL,142.498,t,M,MANUAL_XLS,2024-07-18
1898,107,2024-06,WATER_WD,9732.8,m3,M,SAP_EHS,2024-07-17
1903,107,2024-07,ENERGY_CONS,1728.19,MWh,M,MANUAL_XLS,2024-08-09
1906,107,2024-07,HOURS_WORKED,162205,hours,M,SAP_EHS,2024-08-10
1901,107,2024-07,SCOPE1_GHG,388.888,t,M,MANUAL_XLS,2024-08-12
1902,107,2024-07,SCOPE2_GHG,272.779,t,M,SAP_EHS,2024-08-11
1905,107,2024-07,WASTE_TOTAL,132.487,t,M,SAP_EHS,2024-08-18
1904,107,2024-07,WATER_WD,8832.45,m3,M,SITE_PORTAL,2024-08-17
1909,107,2024-08,ENERGY_CONS,1605.78,MWh,M,SITE_PORTAL,2024-09-14
1912,107,2024-08,HOURS_WORKED,159350,hours,M,SAP_EHS,2024-09-13
1907,107,2024-08,SCOPE1_GHG,423.668,t,M,MANUAL_XLS,2024-09-20
1908,107,2024-08,SCOPE2_GHG,270.316,t,M,SITE_PORTAL,2024-09-20
1911,107,2024-08,WASTE_TOTAL,144.89,t,M,MANUAL_XLS,2024-09-08
1910,107,2024-08,WATER_WD,8735.05,m3,M,SITE_PORTAL,2024-09-15
1915,107,2024-09,ENERGY_CONS,2016.29,MWh,M,MANUAL_XLS,2024-10-19
1918,107,2024-09,HOURS_WORKED,166207,hours,M,SAP_EHS,2024-10-14
1913,107,2024-09,SCOPE1_GHG,436.646,t,M,MANUAL_XLS,2024-10-11
1914,107,2024-09,SCOPE2_GHG,328.276,t,M,SAP_EHS,2024-10-13
1917,107,2024-09,WASTE_TOTAL,133.169,t,M,SITE_PORTAL,2024-10-19
1916,107,2024-09,WATER_WD,9535.21,m3,M,SAP_EHS,2024-10-11
